Ensembl_gene_id,p53_mock_4
ENSMUSG00000026532,384
ENSMUSG00000071141,0
ENSMUSG00000050821,20
ENSMUSG00000026582,320
ENSMUSG00000022416,7782
ENSMUSG00000093954,198
ENSMUSG00000078126,51
ENSMUSG00000081603,15
ENSMUSG00000076612,538
ENSMUSG00000035443,156
ENSMUSG00000024769,548
ENSMUSG00000108929,431
ENSMUSG00000027330,2737
ENSMUSG00000057886,88
ENSMUSG00000007379,242
ENSMUSG00000076613,1538
ENSMUSG00000006587,14
ENSMUSG00000080977,0
ENSMUSG00000067719,121
ENSMUSG00000025433,181
ENSMUSG00000089762,12
ENSMUSG00000042349,899
ENSMUSG00000027556,117
ENSMUSG00000032374,21
ENSMUSG00000094392,0
ENSMUSG00000090639,0
ENSMUSG00000018012,44
ENSMUSG00000028970,366
ENSMUSG00000001281,4312
ENSMUSG00000043618,1
ENSMUSG00000037907,30
ENSMUSG00000076614,280
ENSMUSG00000034282,8
ENSMUSG00000020326,3135
ENSMUSG00000020593,827
ENSMUSG00000083670,3
ENSMUSG00000068566,2271
ENSMUSG00000085791,32
ENSMUSG00000094526,98
ENSMUSG00000026649,60
ENSMUSG00000060143,49
ENSMUSG00000078377,0
ENSMUSG00000103034,12
ENSMUSG00000026581,25441
ENSMUSG00000041845,4
ENSMUSG00000025507,326
ENSMUSG00000028420,414
ENSMUSG00000100405,0
ENSMUSG00000017400,552
ENSMUSG00000020788,21897
ENSMUSG00000079033,51
ENSMUSG00000067586,1432
ENSMUSG00000089739,198
ENSMUSG00000042156,78
ENSMUSG00000045092,9328
ENSMUSG00000049044,2894
ENSMUSG00000050621,45
ENSMUSG00000027297,302
ENSMUSG00000021668,742
ENSMUSG00000025912,160
ENSMUSG00000081254,38
ENSMUSG00000026443,1
ENSMUSG00000027863,5160
ENSMUSG00000022996,30
ENSMUSG00000081051,1105
ENSMUSG00000048188,0
ENSMUSG00000083287,57
ENSMUSG00000036995,20
ENSMUSG00000053279,135
ENSMUSG00000096577,182
ENSMUSG00000070572,103
ENSMUSG00000101167,60
ENSMUSG00000038623,4808
ENSMUSG00000027663,1177
ENSMUSG00000079339,910
ENSMUSG00000060096,31
ENSMUSG00000024778,131
ENSMUSG00000004655,71
ENSMUSG00000004098,246
ENSMUSG00000031785,71
ENSMUSG00000095079,10111
ENSMUSG00000006154,1804
ENSMUSG00000020990,228
ENSMUSG00000028737,648
ENSMUSG00000003809,499
ENSMUSG00000037725,141
ENSMUSG00000082127,18
ENSMUSG00000055148,4822
ENSMUSG00000032946,11635
ENSMUSG00000006360,2510
ENSMUSG00000002007,3854
ENSMUSG00000032496,27
ENSMUSG00000082099,1
ENSMUSG00000083365,457
ENSMUSG00000083558,457
ENSMUSG00000022899,1815
ENSMUSG00000040715,16
ENSMUSG00000044199,3450
ENSMUSG00000106350,20
ENSMUSG00000062762,1029
ENSMUSG00000048644,4
ENSMUSG00000096472,603
ENSMUSG00000109489,24
ENSMUSG00000054612,66
ENSMUSG00000046818,60
ENSMUSG00000105645,0
ENSMUSG00000024521,512
ENSMUSG00000020396,63
ENSMUSG00000020142,37
ENSMUSG00000031779,51
ENSMUSG00000032334,142
ENSMUSG00000013629,2729
ENSMUSG00000031258,1390
ENSMUSG00000000903,1231
ENSMUSG00000029322,6095
ENSMUSG00000058626,0
ENSMUSG00000025092,179
ENSMUSG00000034416,13
ENSMUSG00000021665,3732
ENSMUSG00000043468,12
ENSMUSG00000018340,7417
ENSMUSG00000082381,17
ENSMUSG00000034457,3
ENSMUSG00000022098,19
ENSMUSG00000090381,0
ENSMUSG00000078429,4004
ENSMUSG00000098387,0
ENSMUSG00000096718,94
ENSMUSG00000020086,25
ENSMUSG00000031969,172
ENSMUSG00000072082,211
ENSMUSG00000041538,23247
ENSMUSG00000030000,40
ENSMUSG00000039395,268
ENSMUSG00000030609,1552
ENSMUSG00000002799,42
ENSMUSG00000021913,3
ENSMUSG00000076670,13
ENSMUSG00000083728,204
ENSMUSG00000032484,34
ENSMUSG00000036678,873
ENSMUSG00000024900,3679
ENSMUSG00000032908,1197
ENSMUSG00000030427,378
ENSMUSG00000099241,1555
ENSMUSG00000037552,4057
ENSMUSG00000042821,7
ENSMUSG00000030084,1520
ENSMUSG00000039787,112
ENSMUSG00000022748,55
ENSMUSG00000025366,10355
ENSMUSG00000090877,56
ENSMUSG00000101111,6287
ENSMUSG00000096833,388
ENSMUSG00000038011,10
ENSMUSG00000033854,37
ENSMUSG00000091971,21
ENSMUSG00000067869,14
ENSMUSG00000026822,5
ENSMUSG00000028051,40
ENSMUSG00000034164,1200
ENSMUSG00000026817,4
ENSMUSG00000029763,4596
ENSMUSG00000079359,73
ENSMUSG00000056071,188
ENSMUSG00000032360,518
ENSMUSG00000031925,2607
ENSMUSG00000025026,15241
ENSMUSG00000094708,0
ENSMUSG00000095937,0
ENSMUSG00000054385,221
ENSMUSG00000026879,2299
ENSMUSG00000029866,23
ENSMUSG00000028211,9043
ENSMUSG00000025867,1000
ENSMUSG00000038871,2381
ENSMUSG00000072812,36
ENSMUSG00000044350,496
ENSMUSG00000020641,1982
ENSMUSG00000021703,3501
ENSMUSG00000102918,52
ENSMUSG00000036902,65
ENSMUSG00000025780,1045
ENSMUSG00000038670,302
ENSMUSG00000074272,3501
ENSMUSG00000027347,7817
ENSMUSG00000033644,40
ENSMUSG00000032135,100
ENSMUSG00000066607,3
ENSMUSG00000031562,85
ENSMUSG00000000884,90
ENSMUSG00000004842,219
ENSMUSG00000052331,15155
ENSMUSG00000021614,40
ENSMUSG00000076441,501
ENSMUSG00000083165,257
ENSMUSG00000016526,53
ENSMUSG00000046169,2292
ENSMUSG00000020034,3844
ENSMUSG00000079575,10
ENSMUSG00000059647,0
ENSMUSG00000099809,0
ENSMUSG00000092340,173
ENSMUSG00000021624,11853
ENSMUSG00000057135,318
ENSMUSG00000025352,2037
ENSMUSG00000106037,2129
ENSMUSG00000074419,328
ENSMUSG00000079553,119
ENSMUSG00000032818,92
ENSMUSG00000055093,1813
ENSMUSG00000034903,3171
ENSMUSG00000030737,986
ENSMUSG00000041936,323
ENSMUSG00000018750,5139
ENSMUSG00000052221,6
ENSMUSG00000036006,24771
ENSMUSG00000038042,297
ENSMUSG00000046006,576
ENSMUSG00000020642,3310
ENSMUSG00000031453,14863
ENSMUSG00000063543,0
ENSMUSG00000037683,104
ENSMUSG00000098934,4862
ENSMUSG00000019979,2551
ENSMUSG00000006576,242
ENSMUSG00000062554,23
ENSMUSG00000068397,452
ENSMUSG00000084383,452
ENSMUSG00000028008,3
ENSMUSG00000082604,12
ENSMUSG00000029385,3003
ENSMUSG00000032698,3882
ENSMUSG00000034620,373
ENSMUSG00000056054,112
ENSMUSG00000081999,17
ENSMUSG00000000552,821
ENSMUSG00000022686,10257
ENSMUSG00000080875,33
ENSMUSG00000082329,0
ENSMUSG00000073678,11429
ENSMUSG00000012017,12
ENSMUSG00000003873,1174
ENSMUSG00000005233,125
ENSMUSG00000086965,83
ENSMUSG00000057191,3449
ENSMUSG00000098021,93
ENSMUSG00000026167,100
ENSMUSG00000006800,369
ENSMUSG00000021048,1452
ENSMUSG00000037972,15950
ENSMUSG00000021411,2862
ENSMUSG00000066443,1775
ENSMUSG00000011008,1736
ENSMUSG00000046341,0
ENSMUSG00000082691,87
ENSMUSG00000018909,3967
ENSMUSG00000022353,6492
ENSMUSG00000059479,3055
ENSMUSG00000101059,0
ENSMUSG00000084838,22
ENSMUSG00000044309,853
ENSMUSG00000020108,1311
ENSMUSG00000023963,461
ENSMUSG00000036026,537
ENSMUSG00000003484,2908
ENSMUSG00000050243,0
ENSMUSG00000030407,477
ENSMUSG00000051590,1081
ENSMUSG00000063660,256
ENSMUSG00000108852,0
ENSMUSG00000094087,151
ENSMUSG00000041247,130
ENSMUSG00000078173,0
ENSMUSG00000044468,4508
ENSMUSG00000028078,2420
ENSMUSG00000028362,35
ENSMUSG00000021222,482
ENSMUSG00000005107,563
ENSMUSG00000068457,794
ENSMUSG00000047945,1018
ENSMUSG00000026728,7049
ENSMUSG00000083672,30
ENSMUSG00000082432,80
ENSMUSG00000020898,1106
ENSMUSG00000019872,1010
ENSMUSG00000079362,50
ENSMUSG00000033722,65
ENSMUSG00000037822,10695
ENSMUSG00000058624,1262
ENSMUSG00000001986,142
ENSMUSG00000082662,1
ENSMUSG00000052563,308
ENSMUSG00000055748,9
ENSMUSG00000029093,420
ENSMUSG00000049303,34
ENSMUSG00000020638,1209
ENSMUSG00000073125,179
ENSMUSG00000071669,8257
ENSMUSG00000092329,418
ENSMUSG00000021384,1416
ENSMUSG00000020089,398
ENSMUSG00000027452,4996
ENSMUSG00000074342,1142
ENSMUSG00000049233,38
ENSMUSG00000074846,0
ENSMUSG00000007908,130
ENSMUSG00000101964,2126
ENSMUSG00000026313,1839
ENSMUSG00000006589,577
ENSMUSG00000036894,1046
ENSMUSG00000087635,0
ENSMUSG00000024399,9080
ENSMUSG00000083827,183
ENSMUSG00000037235,6671
ENSMUSG00000004110,10911
ENSMUSG00000020712,46
ENSMUSG00000058006,14150
ENSMUSG00000055707,486
ENSMUSG00000038146,41
ENSMUSG00000039031,796
ENSMUSG00000076562,144
ENSMUSG00000058447,18
ENSMUSG00000007783,1
ENSMUSG00000096326,289
ENSMUSG00000051910,36
ENSMUSG00000045455,85
ENSMUSG00000076435,3364
ENSMUSG00000038357,17
ENSMUSG00000003420,1766
ENSMUSG00000004356,3376
ENSMUSG00000051378,92
ENSMUSG00000069622,0
ENSMUSG00000081926,0
ENSMUSG00000019823,5984
ENSMUSG00000099366,0
ENSMUSG00000054191,31
ENSMUSG00000028717,47
ENSMUSG00000083626,0
ENSMUSG00000091712,3
ENSMUSG00000020447,8
ENSMUSG00000028655,17
ENSMUSG00000045165,2661
ENSMUSG00000027562,979
ENSMUSG00000099927,276
ENSMUSG00000036882,227
ENSMUSG00000089698,0
ENSMUSG00000040270,17574
ENSMUSG00000034795,58
ENSMUSG00000084836,125
ENSMUSG00000025403,1404
ENSMUSG00000029370,89
ENSMUSG00000041762,1521
ENSMUSG00000034248,7306
ENSMUSG00000026390,740
ENSMUSG00000034041,3263
ENSMUSG00000079192,40
ENSMUSG00000033307,962
ENSMUSG00000009739,1842
ENSMUSG00000100514,78
ENSMUSG00000025795,3288
ENSMUSG00000098692,81
ENSMUSG00000059791,1779
ENSMUSG00000030790,120
ENSMUSG00000043873,714
ENSMUSG00000056602,7818
ENSMUSG00000053137,2282
ENSMUSG00000031389,14045
ENSMUSG00000082101,26
ENSMUSG00000004929,301
ENSMUSG00000041736,820
ENSMUSG00000082570,98
ENSMUSG00000038065,519
ENSMUSG00000020669,62
ENSMUSG00000052684,526
ENSMUSG00000007872,1196
ENSMUSG00000002068,662
ENSMUSG00000020184,3126
ENSMUSG00000032265,2547
ENSMUSG00000061356,61
ENSMUSG00000094840,123
ENSMUSG00000084261,5
ENSMUSG00000096544,2142
ENSMUSG00000022817,1215
ENSMUSG00000011179,2076
ENSMUSG00000025364,3471
ENSMUSG00000018983,2774
ENSMUSG00000042462,246
ENSMUSG00000031112,1699
ENSMUSG00000034361,71
ENSMUSG00000064208,0
ENSMUSG00000027639,23774
ENSMUSG00000083061,40
ENSMUSG00000022475,4098
ENSMUSG00000038351,393
ENSMUSG00000038560,20
ENSMUSG00000094075,585
ENSMUSG00000069302,191
ENSMUSG00000040747,14962
ENSMUSG00000052544,509
ENSMUSG00000054720,2208
ENSMUSG00000082653,353
ENSMUSG00000024588,1632
ENSMUSG00000033544,3540
ENSMUSG00000002944,2271
ENSMUSG00000010142,6298
ENSMUSG00000101188,2448
ENSMUSG00000031659,12564
ENSMUSG00000061742,107
ENSMUSG00000096144,93
ENSMUSG00000035711,5625
ENSMUSG00000069516,5710
ENSMUSG00000043102,230
ENSMUSG00000031802,1038
ENSMUSG00000078636,1121
ENSMUSG00000038295,5
ENSMUSG00000054619,277
ENSMUSG00000049892,18
ENSMUSG00000001348,4301
ENSMUSG00000058019,275
ENSMUSG00000026853,1041
ENSMUSG00000042121,4676
ENSMUSG00000044534,460
ENSMUSG00000044083,21
ENSMUSG00000081788,17
ENSMUSG00000022964,1199
ENSMUSG00000035960,992
ENSMUSG00000034055,1449
ENSMUSG00000049744,10512
ENSMUSG00000098650,1656
ENSMUSG00000053931,4285
ENSMUSG00000039908,606
ENSMUSG00000034401,741
ENSMUSG00000090223,56
ENSMUSG00000021983,32
ENSMUSG00000033036,89
ENSMUSG00000032776,3314
ENSMUSG00000004568,13745
ENSMUSG00000048087,207
ENSMUSG00000025875,87
ENSMUSG00000026558,629
ENSMUSG00000048078,773
ENSMUSG00000074575,320
ENSMUSG00000048807,26
ENSMUSG00000044456,7382
ENSMUSG00000051314,336
ENSMUSG00000024056,434
ENSMUSG00000041642,18260
ENSMUSG00000030577,40403
ENSMUSG00000028217,651
ENSMUSG00000024659,330
ENSMUSG00000022180,719
ENSMUSG00000019899,6
ENSMUSG00000092560,0
ENSMUSG00000044770,3655
ENSMUSG00000054293,1259
ENSMUSG00000022044,2
ENSMUSG00000059708,630
ENSMUSG00000059422,24
ENSMUSG00000085917,366
ENSMUSG00000037138,12348
ENSMUSG00000081441,0
ENSMUSG00000055612,600
ENSMUSG00000032902,558
ENSMUSG00000028914,1653
ENSMUSG00000081569,91
ENSMUSG00000027219,7505
ENSMUSG00000013846,5126
ENSMUSG00000022483,3
ENSMUSG00000033327,139
ENSMUSG00000035273,1163
ENSMUSG00000028766,151
ENSMUSG00000109510,8
ENSMUSG00000062727,717
ENSMUSG00000054641,0
ENSMUSG00000024013,7757
ENSMUSG00000030256,975
ENSMUSG00000028076,1963
ENSMUSG00000036781,595
ENSMUSG00000034792,497
ENSMUSG00000022094,557
ENSMUSG00000025980,3494
ENSMUSG00000035215,300
ENSMUSG00000032009,12155
ENSMUSG00000031613,2228
ENSMUSG00000029106,8979
ENSMUSG00000021270,8411
ENSMUSG00000022428,155
ENSMUSG00000091228,729
ENSMUSG00000083121,326
ENSMUSG00000073802,11
ENSMUSG00000074417,352
ENSMUSG00000025104,1244
ENSMUSG00000019312,453
ENSMUSG00000000708,1614
ENSMUSG00000037606,1521
ENSMUSG00000061758,944
ENSMUSG00000050600,8506
ENSMUSG00000029270,2092
ENSMUSG00000094102,78
ENSMUSG00000094439,13
ENSMUSG00000101932,0
ENSMUSG00000032889,0
ENSMUSG00000031390,899
ENSMUSG00000021123,1861
ENSMUSG00000021867,56
ENSMUSG00000072676,56
ENSMUSG00000005447,920
ENSMUSG00000014599,241
ENSMUSG00000005732,1416
ENSMUSG00000100862,6118
ENSMUSG00000034245,223
ENSMUSG00000008843,10
ENSMUSG00000020183,3083
ENSMUSG00000027858,667
ENSMUSG00000053801,565
ENSMUSG00000035202,3344
ENSMUSG00000031146,1321
ENSMUSG00000095514,109
ENSMUSG00000015968,763
ENSMUSG00000060791,2898
ENSMUSG00000029463,181
ENSMUSG00000003309,90
ENSMUSG00000040247,8888
ENSMUSG00000038175,4826
ENSMUSG00000022586,41
ENSMUSG00000020649,367
ENSMUSG00000056144,9820
ENSMUSG00000097012,231
ENSMUSG00000039457,320
ENSMUSG00000053846,3
ENSMUSG00000030365,4378
ENSMUSG00000099703,118
ENSMUSG00000043415,1098
ENSMUSG00000025743,7143
ENSMUSG00000024334,3597
ENSMUSG00000025357,7474
ENSMUSG00000034868,6513
ENSMUSG00000078695,314
ENSMUSG00000050627,6099
ENSMUSG00000032890,1242
ENSMUSG00000040711,485
ENSMUSG00000107539,0
ENSMUSG00000028069,701
ENSMUSG00000023000,0
ENSMUSG00000040751,4110
ENSMUSG00000095210,181
ENSMUSG00000044197,1467
ENSMUSG00000037638,130
ENSMUSG00000054263,1051
ENSMUSG00000001027,1493
ENSMUSG00000034126,412
ENSMUSG00000001082,696
ENSMUSG00000006732,622
ENSMUSG00000051727,775
ENSMUSG00000050666,238
ENSMUSG00000099702,5299
ENSMUSG00000062846,0
ENSMUSG00000075046,0
ENSMUSG00000021236,2634
ENSMUSG00000040093,2161
ENSMUSG00000020053,1939
ENSMUSG00000034317,2641
ENSMUSG00000041189,517
ENSMUSG00000044434,0
ENSMUSG00000058492,0
ENSMUSG00000001305,782
ENSMUSG00000022075,3823
ENSMUSG00000095704,98
ENSMUSG00000017969,276
ENSMUSG00000039084,586
ENSMUSG00000045868,15037
ENSMUSG00000031618,165
ENSMUSG00000005800,15
ENSMUSG00000024912,38
ENSMUSG00000078616,669
ENSMUSG00000027199,319
ENSMUSG00000010136,113
ENSMUSG00000042675,2081
ENSMUSG00000105043,97
ENSMUSG00000038058,2249
ENSMUSG00000024401,502
ENSMUSG00000020534,730
ENSMUSG00000091498,41
ENSMUSG00000038967,217
ENSMUSG00000107705,2855
ENSMUSG00000055200,297
ENSMUSG00000010021,193
ENSMUSG00000040596,649
ENSMUSG00000014453,12407
ENSMUSG00000034059,6
ENSMUSG00000031162,24
ENSMUSG00000008393,1108
ENSMUSG00000020798,1281
ENSMUSG00000057541,1168
ENSMUSG00000015656,34716
ENSMUSG00000022517,5207
ENSMUSG00000066108,38
ENSMUSG00000038578,5836
ENSMUSG00000006356,492
ENSMUSG00000024901,21
ENSMUSG00000070471,17
ENSMUSG00000018168,30499
ENSMUSG00000093930,1854
ENSMUSG00000013707,1533
ENSMUSG00000059743,715
ENSMUSG00000035049,1145
ENSMUSG00000035919,1558
ENSMUSG00000020865,2818
ENSMUSG00000005873,2770
ENSMUSG00000052131,143
ENSMUSG00000034424,227
ENSMUSG00000047250,1549
ENSMUSG00000028931,2611
ENSMUSG00000048007,277
ENSMUSG00000099974,343
ENSMUSG00000107951,12
ENSMUSG00000064168,342
ENSMUSG00000040990,8795
ENSMUSG00000026447,11573
ENSMUSG00000028436,4511
ENSMUSG00000051998,5162
ENSMUSG00000101750,0
ENSMUSG00000084362,161
ENSMUSG00000035179,33
ENSMUSG00000037601,1279
ENSMUSG00000078606,21671
ENSMUSG00000042606,580
ENSMUSG00000094796,350
ENSMUSG00000038279,1603
ENSMUSG00000010048,559
ENSMUSG00000046761,42
ENSMUSG00000057706,298
ENSMUSG00000018381,2656
ENSMUSG00000030255,241
ENSMUSG00000019302,4146
ENSMUSG00000060950,495
ENSMUSG00000001588,10425
ENSMUSG00000029101,258
ENSMUSG00000036533,395
ENSMUSG00000040888,473
ENSMUSG00000081094,44
ENSMUSG00000042210,77
ENSMUSG00000069792,130
ENSMUSG00000042129,4454
ENSMUSG00000042354,1478
ENSMUSG00000020116,555
ENSMUSG00000022659,90
ENSMUSG00000036944,1178
ENSMUSG00000038963,286
ENSMUSG00000030313,9122
ENSMUSG00000049422,891
ENSMUSG00000005534,4005
ENSMUSG00000054901,8
ENSMUSG00000038725,16
ENSMUSG00000030750,1162
ENSMUSG00000047368,3075
ENSMUSG00000030657,3909
ENSMUSG00000095366,45
ENSMUSG00000096850,45
ENSMUSG00000034394,29
ENSMUSG00000092261,145
ENSMUSG00000074497,10208
ENSMUSG00000025757,1235
ENSMUSG00000029657,1896
ENSMUSG00000080941,0
ENSMUSG00000025491,14
ENSMUSG00000040710,14268
ENSMUSG00000029178,8006
ENSMUSG00000028633,727
ENSMUSG00000037960,289
ENSMUSG00000029650,985
ENSMUSG00000036046,6865
ENSMUSG00000015176,2001
ENSMUSG00000026815,8
ENSMUSG00000042500,876
ENSMUSG00000022048,3218
ENSMUSG00000078921,1894
ENSMUSG00000070498,27
ENSMUSG00000082277,351
ENSMUSG00000039264,8510
ENSMUSG00000052087,2350
ENSMUSG00000020781,564
ENSMUSG00000068747,1387
ENSMUSG00000057262,50
ENSMUSG00000055675,3127
ENSMUSG00000020231,556
ENSMUSG00000015947,379
ENSMUSG00000023031,332
ENSMUSG00000004665,8107
ENSMUSG00000032035,39522
ENSMUSG00000042766,89
ENSMUSG00000038155,201
ENSMUSG00000049916,62
ENSMUSG00000096292,70
ENSMUSG00000096074,936
ENSMUSG00000031543,259
ENSMUSG00000069008,137
ENSMUSG00000035000,5777
ENSMUSG00000001056,727
ENSMUSG00000098369,60
ENSMUSG00000039145,3843
ENSMUSG00000076552,99
ENSMUSG00000106031,65
ENSMUSG00000032333,1382
ENSMUSG00000074800,956
ENSMUSG00000019822,904
ENSMUSG00000061947,91
ENSMUSG00000021947,276
ENSMUSG00000032834,1311
ENSMUSG00000022237,414
ENSMUSG00000082423,15
ENSMUSG00000000934,207
ENSMUSG00000096883,164
ENSMUSG00000015222,214
ENSMUSG00000022651,22
ENSMUSG00000099517,278
ENSMUSG00000020154,238
ENSMUSG00000093392,13
ENSMUSG00000079299,18
ENSMUSG00000038776,3212
ENSMUSG00000083979,116
ENSMUSG00000025201,0
ENSMUSG00000056612,650
ENSMUSG00000035776,403
ENSMUSG00000026399,23037
ENSMUSG00000081058,505
ENSMUSG00000030872,11472
ENSMUSG00000040592,34664
ENSMUSG00000064288,635
ENSMUSG00000005718,285
ENSMUSG00000057337,21082
ENSMUSG00000055538,1259
ENSMUSG00000020176,22
ENSMUSG00000030465,2471
ENSMUSG00000026923,2166
ENSMUSG00000020592,574
ENSMUSG00000021636,826
ENSMUSG00000067341,3124
ENSMUSG00000059237,0
ENSMUSG00000030707,32269
ENSMUSG00000017390,193
ENSMUSG00000020681,281
ENSMUSG00000026712,6292
ENSMUSG00000053835,6495
ENSMUSG00000094862,12
ENSMUSG00000064317,149
ENSMUSG00000071036,664
ENSMUSG00000026904,108
ENSMUSG00000024030,3833
ENSMUSG00000080848,702
ENSMUSG00000004100,1434
ENSMUSG00000039783,6722
ENSMUSG00000074211,397
ENSMUSG00000028545,1516
ENSMUSG00000037278,241
ENSMUSG00000079225,962
ENSMUSG00000026880,564
ENSMUSG00000031639,439
ENSMUSG00000054520,4393
ENSMUSG00000021303,6
ENSMUSG00000028410,4606
ENSMUSG00000102984,519
ENSMUSG00000026048,1032
ENSMUSG00000022351,837
ENSMUSG00000082829,144
ENSMUSG00000004105,530
ENSMUSG00000084106,141
ENSMUSG00000029299,3898
ENSMUSG00000026616,38385
ENSMUSG00000054932,130
ENSMUSG00000027381,1884
ENSMUSG00000006442,422
ENSMUSG00000085603,2027
ENSMUSG00000020648,209
ENSMUSG00000069310,820
ENSMUSG00000096802,91
ENSMUSG00000038421,8052
ENSMUSG00000038352,2178
ENSMUSG00000036565,3748
ENSMUSG00000100801,57
ENSMUSG00000022610,283
ENSMUSG00000029036,1430
ENSMUSG00000069267,848
ENSMUSG00000101439,14
ENSMUSG00000113508,190
ENSMUSG00000090173,195
ENSMUSG00000040350,6695
ENSMUSG00000040345,2364
ENSMUSG00000069274,779
ENSMUSG00000027072,62
ENSMUSG00000038508,30
ENSMUSG00000094951,226
ENSMUSG00000047751,6
ENSMUSG00000020328,720
ENSMUSG00000041064,44
ENSMUSG00000101279,102
ENSMUSG00000031626,449
ENSMUSG00000028460,159
ENSMUSG00000005667,403
ENSMUSG00000063015,6075
ENSMUSG00000104765,9
ENSMUSG00000048895,404
ENSMUSG00000047735,21493
ENSMUSG00000068014,0
ENSMUSG00000035863,147
ENSMUSG00000026825,30
ENSMUSG00000051504,761
ENSMUSG00000058258,1029
ENSMUSG00000081665,909
ENSMUSG00000019359,24
ENSMUSG00000078816,494
ENSMUSG00000001416,3971
ENSMUSG00000045629,15
ENSMUSG00000045349,31
ENSMUSG00000024177,60
ENSMUSG00000052749,5778
ENSMUSG00000021838,228
ENSMUSG00000078300,102
ENSMUSG00000035279,4
ENSMUSG00000032101,137
ENSMUSG00000026594,30279
ENSMUSG00000001552,1369
ENSMUSG00000053553,252
ENSMUSG00000043004,3323
ENSMUSG00000070337,15
ENSMUSG00000107724,337
ENSMUSG00000079224,129
ENSMUSG00000036853,452
ENSMUSG00000000811,215
ENSMUSG00000027076,208
ENSMUSG00000023243,880
ENSMUSG00000026170,626
ENSMUSG00000049314,45
ENSMUSG00000103735,38
ENSMUSG00000027187,4641
ENSMUSG00000019986,495
ENSMUSG00000040809,47
ENSMUSG00000022750,480
ENSMUSG00000094114,89
ENSMUSG00000032011,170
ENSMUSG00000047821,72
ENSMUSG00000071591,61
ENSMUSG00000030468,16320
ENSMUSG00000040276,833
ENSMUSG00000005043,1798
ENSMUSG00000076525,70
ENSMUSG00000036353,288
ENSMUSG00000048621,765
ENSMUSG00000029413,1472
ENSMUSG00000028825,79
ENSMUSG00000029372,154
ENSMUSG00000029752,32
ENSMUSG00000028937,135
ENSMUSG00000094051,97
ENSMUSG00000001228,903
ENSMUSG00000022018,26
ENSMUSG00000001467,1680
ENSMUSG00000026234,16137
ENSMUSG00000105277,68
ENSMUSG00000017737,55
ENSMUSG00000015316,2155
ENSMUSG00000079620,1
ENSMUSG00000078439,179
ENSMUSG00000020564,3099
ENSMUSG00000043419,80
ENSMUSG00000092618,184
ENSMUSG00000031467,553
ENSMUSG00000056917,14556
ENSMUSG00000062901,12824
ENSMUSG00000036002,726
ENSMUSG00000024790,189
ENSMUSG00000058230,2434
ENSMUSG00000032436,2002
ENSMUSG00000067547,219
ENSMUSG00000072235,1584
ENSMUSG00000024246,303
